from,starting label,QID,label,depth,target
Q221779,European Conference of Postal and Telecommunications Administrations,Q4120211,regional organization,2,1
Q221779,European Conference of Postal and Telecommunications Administrations,Q28346,International Union of Pure and Applied Physics,2,0
Q221779,European Conference of Postal and Telecommunications Administrations,Q111333095,Global Justice And Advancement Party,2,0
Q221779,European Conference of Postal and Telecommunications Administrations,Q29300714,international association,2,0
Q221779,European Conference of Postal and Telecommunications Administrations,Q18635291,International Pure Bhakti Yoga Society,2,0
Q221779,European Conference of Postal and Telecommunications Administrations,Q104907577,UNESCO's Advisory Bodies,2,0
Q221779,European Conference of Postal and Telecommunications Administrations,Q9690903,International Federation for Victory Over Communism,2,0
Q221779,European Conference of Postal and Telecommunications Administrations,Q16926150,Transnational organization,2,1
Q221779,European Conference of Postal and Telecommunications Administrations,Q111006127,World Vaisnava Association,2,0
Q221779,European Conference of Postal and Telecommunications Administrations,Q15285626,organization established by the United Nations,2,0
Q221779,European Conference of Postal and Telecommunications Administrations,Q6053760,International Swaminarayan Satsang Organisation,2,0
Q221779,European Conference of Postal and Telecommunications Administrations,Q1335818,supranational union,2,0
Q221779,European Conference of Postal and Telecommunications Administrations,Q4936585,body of the European Union,2,0
Q221779,European Conference of Postal and Telecommunications Administrations,Q993160,European Communities,2,0
Q221779,European Conference of Postal and Telecommunications Administrations,Q1065,United Nations,2,0
Q221779,European Conference of Postal and Telecommunications Administrations,Q15925165,specialized agency of the United Nations,2,0
Q221779,European Conference of Postal and Telecommunications Administrations,Q1262438,international court,2,0
Q221779,European Conference of Postal and Telecommunications Administrations,Q170156,confederation,2,0
Q221779,European Conference of Postal and Telecommunications Administrations,Q1345691,international financial institution,2,0
Q221779,European Conference of Postal and Telecommunications Administrations,Q56296302,european union federation,2,0
Q221779,European Conference of Postal and Telecommunications Administrations,Q5570909,global union federation,2,0
Q270471,virtualization,Q11016,technology,1,1
Q270471,virtualization,Q96572804,animal technology,2,0
Q270471,virtualization,Q42899294,musical tuning,2,0
Q270471,virtualization,Q7449091,Semantic technology,2,0
Q270471,virtualization,Q1655198,software-defined networking,2,0
Q270471,virtualization,Q108073294,network technology,2,0
Q270471,virtualization,Q1027795,passive optical network,2,0
Q270471,virtualization,Q7112702,prehistoric technology,2,0
Q270471,virtualization,Q18657814,isothermal technology,2,0
Q270471,virtualization,Q10858759,Asgard technology in Stargate,2,0
Q270471,virtualization,Q6764311,marine technology,2,0
Q270471,virtualization,Q391690,radiant heating,2,0
Q270471,virtualization,Q1415656,hierarchical storage management,2,0
Q270471,virtualization,Q19292902,vehicle safety technology,2,0
Q270471,virtualization,Q31836203,DYNAS,2,0
Q270471,virtualization,Q66481363,overclocking technology,2,0
Q270471,virtualization,Q10379048,medical technology,2,0
Q270471,virtualization,Q319963,waste treatment technologies,2,0
Q270471,virtualization,Q12739,nuclear power,2,0
Q270471,virtualization,Q2226016,satellite technology,2,0
Q270471,virtualization,Q211017,e-government,2,0
Q270471,virtualization,Q23001701,technics,2,0
Q270471,virtualization,Q5357718,Electrical engineering technology,2,0
Q270471,virtualization,Q10952243,industrial technology,2,0
Q270471,virtualization,Q742715,assistance system,2,0
Q270471,virtualization,Q56297438,header bidding,2,0
Q270471,virtualization,Q54006339,display technology,2,0
Q270471,virtualization,Q59285058,sound reproduction,2,0
Q270471,virtualization,Q336170,wastewater technology,2,0
Q270471,virtualization,Q1001378,cinematic technique,2,0
Q270471,virtualization,Q329864,military technology,2,0
Q270471,virtualization,Q1308255,patent classification,2,0
Q270471,virtualization,Q8248766,bleeding-edge technology,2,0
Q270471,virtualization,Q66481358,energy conservation technology,2,0
Q270471,virtualization,Q1519843,health technology,2,0
Q270471,virtualization,Q5557804,automobile technology,2,0
Q270471,virtualization,Q911772,technical chemistry,2,0
Q270471,virtualization,Q17386807,civic technology,2,0
Q270471,virtualization,Q609131,powertrain technology,2,0
Q270471,virtualization,Q427777,Science and technology of the Song dynasty,2,0
Q270471,virtualization,Q4752981,ancient technology,2,0
Q1425095,Ogg Tarkin,Q7927899,video compression format,1,1
Q1425095,Ogg Tarkin,Q184748,codec,1,1
Q1425095,Ogg Tarkin,Q2481505,audio codec,2,1
Q1425095,Ogg Tarkin,Q4681865,cipher,2,0
Q1425095,Ogg Tarkin,Q240831,video codec,2,1
Q1425095,Ogg Tarkin,Q25388255,AOMedia Video,2,1
Q1425095,Ogg Tarkin,Q1652551,TrueMotion,2,1
Q1425095,Ogg Tarkin,Q5156020,video conversion software,3,1
Q1425095,Ogg Tarkin,Q267151,SheerVideo,3,1
Q175751,quantum tunneling,Q483247,phenomenon,1,1
Q175751,quantum tunneling,Q21043960,Halla,2,0
Q175751,quantum tunneling,Q5247631,insurance market death spiral,2,0
Q175751,quantum tunneling,Q206735,debasement,2,0
Q175751,quantum tunneling,Q3505845,state,2,0
Q175751,quantum tunneling,Q9251450,quantum effect,2,1
Q175751,quantum tunneling,Q4826866,autonomous sensory meridian response,2,0
Q175751,quantum tunneling,Q3,life,2,0
Q175751,quantum tunneling,Q633852,uncanny,2,0
Q1071978,Réseau Ferré de France,Q521458,railway infrastructure manager,1,1
Q1071978,Réseau Ferré de France,Q3591583,établissement public à caractère industriel et commercial,1,1
Q1071978,Réseau Ferré de France,Q2946028,Regional center of pedagogic documentation,2,0
Q1071978,Réseau Ferré de France,Q54804183,Établissement public d'aménagement de la ville nouvelle de Marne-la-Vallée,2,0
Q902751,pressurization,Q10843872,engineering process,1,1
Q902751,pressurization,Q813912,condition,1,1
Q902751,pressurization,Q840596,Java Community Process,2,0
Q902751,pressurization,Q818963,on-call,2,0
Q902751,pressurization,Q386003,flambé,2,0
Q902751,pressurization,Q30336016,Reverse spherification,2,0
Q902751,pressurization,Q1408288,manufacturing process,2,1
Q902751,pressurization,Q88961277,economic conditions,2,0
Q902751,pressurization,Q20074315,boiling,2,1
Q902751,pressurization,Q747713,refrigeration,2,1
Q902751,pressurization,Q2992249,condition,2,1
Q902751,pressurization,Q316,love,2,0
Q902751,pressurization,Q333331,overindebtedness,2,0
Q902751,pressurization,Q1765723,gas metal arc welding,2,0
Q902751,pressurization,Q1172338,Data exchange,2,0
Q902751,pressurization,Q191618,sterilization,2,1
Q902751,pressurization,Q56808349,language status,2,0
Q902751,pressurization,Q31499211,W3C technical report maturity level,2,0
Q902751,pressurization,Q890794,hydraulic fracturing,2,1
Q902751,pressurization,Q483921,adaptation,2,0
Q902751,pressurization,Q24255051,presence,2,0
Q902751,pressurization,Q108743950,registered or first published in the US,2,0
Q902751,pressurization,Q2992308,working conditions,2,0
Q902751,pressurization,Q11567495,colorlessness,2,0
Q902751,pressurization,Q64866341,cache hit,2,0
Q902751,pressurization,Q2084429,Greffe en fente,2,0
Q902751,pressurization,Q108743955,created before 1978,2,0
Q5329,decibel,Q3268848,non-SI unit mentioned in and accepted with the SI,1,1
Q5329,decibel,Q17342348,logarithmic unit,1,1
Q334765,hotspot,Q326717,wireless access point,1,1
Q334765,hotspot,Q3407440,wireless router,2,1
Q334765,hotspot,Q614362,Orange Livebox,3,1
Q978801,mobile country code,Q906278,country code,1,1
Q978801,mobile country code,Q133153,ISO 3166-2,2,1
Q978801,mobile country code,Q1140221,ISO 3166-1 alpha-2 code,2,1
Q978801,mobile country code,Q735637,ISO 3166-2:BG,3,1
Q8767,Domain Name System,Q5753107,hierarchical namespace,1,1
Q8767,Domain Name System,Q290378,internet standard,1,1
Q8767,Domain Name System,Q15836568,computer network protocol,1,1
Q8767,Domain Name System,Q1648707,routing protocol,2,1
Q8767,Domain Name System,Q2295992,XML namespace,2,0
Q8767,Domain Name System,Q65498996,Mercurial HTTP command protocol over TLS,2,0
Q268201,Wireless Markup Language,Q235557,file format,1,1
Q268201,Wireless Markup Language,Q20155966,XML-based format,1,1
Q268201,Wireless Markup Language,Q37045,markup language,1,1
Q268201,Wireless Markup Language,Q29644049,S-57 Electronic Navigation Chart,2,0
Q268201,Wireless Markup Language,Q166074,Extensible HyperText Markup Language,2,1
Q268201,Wireless Markup Language,Q1758048,Security Assertion Markup Language,2,1
Q268201,Wireless Markup Language,Q79587,Keyhole Markup Language,2,1
Q268201,Wireless Markup Language,Q467454,Rich Text Format,2,0
Q268201,Wireless Markup Language,Q6786860,mathematical markup language,2,1
Q268201,Wireless Markup Language,Q27915156,RADARSAT-1 CEOS Volume Directory File,2,0
Q268201,Wireless Markup Language,Q362356,architecture description language,2,0
Q268201,Wireless Markup Language,Q5310,LaTeX,2,0
Q268201,Wireless Markup Language,Q7203483,playlist markup language,2,1
Q268201,Wireless Markup Language,Q1224822,Digital Terrain Elevation Data,2,0
Q268201,Wireless Markup Language,Q8811,HyperText Markup Language,2,1
Q268201,Wireless Markup Language,Q5531642,general-purpose markup language,2,1
Q268201,Wireless Markup Language,Q5426535,Autodesk FLI/FLC,2,0
Q268201,Wireless Markup Language,Q287067,ABC notation,2,0
Q268201,Wireless Markup Language,Q3788742,IPTC 7901,2,1
Q268201,Wireless Markup Language,Q28846076,Classification Results File Format,2,0
Q268201,Wireless Markup Language,Q223535,Matroska,2,0
Q268201,Wireless Markup Language,Q4052124,user interface markup language,2,1
Q268201,Wireless Markup Language,Q7079133,Office Open XML file formats,2,0
Q268201,Wireless Markup Language,Q7520680,Simple HTML Ontology Extensions,2,1
Q268201,Wireless Markup Language,Q1691212,XML Binding Language,2,1
Q268201,Wireless Markup Language,Q4018860,well-known text representation of geometry,2,1
Q268201,Wireless Markup Language,Q17004788,Augmented Reality Markup Language,2,1
Q268201,Wireless Markup Language,Q1028939,lightweight markup language,2,1
Q268201,Wireless Markup Language,Q167772,digital container format,2,0
Q268201,Wireless Markup Language,Q61714670,well-known text representation of coordinate reference systems,2,1
Q268201,Wireless Markup Language,Q576465,GPS eXchange Format,2,0
Q268201,Wireless Markup Language,Q826308,wiki markup,3,1
Q268201,Wireless Markup Language,Q4263410,Structure Enhanced Text,3,1
Q12203,QR code,Q167270,trademark,1,1
Q12203,QR code,Q3842318,Made in Italy,2,0
Q12203,QR code,Q105815873,chewing gum brand,2,0
Q12203,QR code,Q107151170,Kolls,2,0
Q12203,QR code,Q102356063,snus brand,2,0
Q12203,QR code,Q106317581,nicotine pouch brand,2,0
Q12203,QR code,Q4728331,All-Trac,2,0
Q1201019,proof of concept,Q207977,prototype,1,1
Q1201019,proof of concept,Q503194,Peugeot 908 RC,2,0
Q1201019,proof of concept,Q11226251,JR East E991,2,0
Q1201019,proof of concept,Q6017127,minimum viable product,2,1
Q1201019,proof of concept,Q3021438,Delahaye Type 165,2,0
Q1201019,proof of concept,Q5957783,H-2 Tomahawk,2,0
Q1201019,proof of concept,Q1692736,Lamborghini Calà,2,0
Q1201019,proof of concept,Q17631870,L'Éclair,2,0
Q1201019,proof of concept,Q381241,Aero A.42,2,0
Q1201019,proof of concept,Q1551151,Nissan Foria,2,0
Q1201019,proof of concept,Q4850520,Baldwin 4-8+8-4-750/8-DE,2,0
Q1201019,proof of concept,Q15041923,North American XAJ-1 Savage,2,0
Q16340,XPath,Q9143,programming language,1,1
Q16340,XPath,Q845739,query language,1,1
Q16340,XPath,Q4117397,systems programming language,2,0
Q16340,XPath,Q2458742,dialect,2,0
Q16340,XPath,Q47607,Structured Query Language,2,1
Q16340,XPath,Q75988682,non-procedural programming language,2,1
Q16340,XPath,Q60551191,graph query language,2,1
Q16340,XPath,Q3700468,DMCL,2,0
Q16340,XPath,Q7998546,wide-spectrum language,2,0
Q16340,XPath,Q7263491,information retrieval query language,2,1
Q16340,XPath,Q17092833,Jaql,2,1
Q16340,XPath,Q3459982,SQL:2011,3,1
Q16340,XPath,Q28941000,SQL:2016,3,1
Q16340,XPath,Q4048871,SQL-92,3,1
Q16340,XPath,Q7392729,SQL:2006,3,1
Q16340,XPath,Q5854085,FSQL,3,1
Q16340,XPath,Q2063791,SQL:2008,3,1
Q16340,XPath,Q4048881,SQL:2003,3,1
Q16340,XPath,Q2025506,OpenSQL,3,1
Q16340,XPath,Q6138701,RDF query language,3,1
Q16340,XPath,Q4048878,SQL:1999,3,1
Q16340,XPath,Q28163355,SQL-86,3,1
Q16340,XPath,Q28163046,SQL-89,3,1
Q178127,push-to-talk,Q11016,technology,1,1
Q178127,push-to-talk,Q12825931,alloying,2,0
Q178127,push-to-talk,Q104954,radio-frequency identification,2,0
Q178127,push-to-talk,Q110934262,analog technology,2,0
Q178127,push-to-talk,Q10690328,speech technology,2,1
Q178127,push-to-talk,Q2976619,Brazilian science and technology,2,0
Q178127,push-to-talk,Q190660,anti-lock braking system,2,0
Q178127,push-to-talk,Q4704909,Ancient Greek technology,2,0
Q178127,push-to-talk,Q7449091,Semantic technology,2,0
Q178127,push-to-talk,Q1655198,software-defined networking,2,0
Q178127,push-to-talk,Q5375154,Enabling technology,2,0
Q178127,push-to-talk,Q4787070,architectural technology,2,0
Q178127,push-to-talk,Q1415656,hierarchical storage management,2,0
Q178127,push-to-talk,Q7681758,tamper-evident technology,2,0
Q178127,push-to-talk,Q120208,emerging technology,2,0
Q178127,push-to-talk,Q2865882,industrial arts,2,0
Q178127,push-to-talk,Q7048992,non-profit technology,2,0
Q178127,push-to-talk,Q12739,nuclear power,2,0
Q178127,push-to-talk,Q6140109,materials technology,2,0
Q178127,push-to-talk,Q23001701,technics,2,0
Q178127,push-to-talk,Q10952243,industrial technology,2,0
Q178127,push-to-talk,Q282413,Roman technology,2,0
Q178127,push-to-talk,Q538722,Applied Computer Science,2,0
Q178127,push-to-talk,Q56297438,header bidding,2,0
Q178127,push-to-talk,Q208163,signal processing,2,0
Q178127,push-to-talk,Q11951087,agriculture and food technology,2,0
Q178127,push-to-talk,Q211500,pneumatics,2,0
Q178127,push-to-talk,Q1751537,membrane technology,2,0
Q178127,push-to-talk,Q64216492,goGermline Technology,2,0
Q178127,push-to-talk,Q329864,military technology,2,0
Q178127,push-to-talk,Q6941971,music instrument technology,2,0
Q178127,push-to-talk,Q537823,appropriate technology,2,0
Q178127,push-to-talk,Q16319025,financial technology,2,0
Q178127,push-to-talk,Q1392806,drug delivery,2,0
Q178127,push-to-talk,Q1916441,media technology,2,0
Q178127,push-to-talk,Q60790901,Pedestrian crash avoidance mitigation,2,0
Q178127,push-to-talk,Q5268834,information and communications technology,2,1
Q178127,push-to-talk,Q911772,technical chemistry,2,0
Q178127,push-to-talk,Q1780543,communication technology,2,1
Q178127,push-to-talk,Q251072,machine to machine,2,0
Q178127,push-to-talk,Q743030,environmental technology,2,0
Q178127,push-to-talk,Q48772760,Solar energy conversion,2,0
Q178127,push-to-talk,Q42899294,musical tuning,2,0
Q178127,push-to-talk,Q5063947,low floor technology,2,0
Q178127,push-to-talk,Q4347841,Pedagogical technologies,2,0
Q178127,push-to-talk,Q6764311,marine technology,2,0
Q178127,push-to-talk,Q5532632,generative systems,2,0
Q178127,push-to-talk,Q19292902,vehicle safety technology,2,0
Q178127,push-to-talk,Q211485,space technology,2,0
Q178127,push-to-talk,Q864323,biofilter,2,0
Q178127,push-to-talk,Q348091,nuclear technology,2,0
Q178127,push-to-talk,Q1628173,directional boring,2,0
Q178127,push-to-talk,Q100232465,vehicle technology,2,0
Q178127,push-to-talk,Q67415125,sanitation technology,2,0
Q178127,push-to-talk,Q211017,e-government,2,0
Q178127,push-to-talk,Q7096284,web platform,2,0
Q178127,push-to-talk,Q54006339,display technology,2,0
Q178127,push-to-talk,Q59285058,sound reproduction,2,0
Q178127,push-to-talk,Q180165,mechatronics,2,0
Q178127,push-to-talk,Q11971600,gas power,2,0
Q178127,push-to-talk,Q1001378,cinematic technique,2,0
Q178127,push-to-talk,Q14326701,aspect-oriented software development,2,0
Q178127,push-to-talk,Q4086911,biomedical technology,2,0
Q178127,push-to-talk,Q1519843,health technology,2,0
Q178127,push-to-talk,Q1068473,educational technology,2,0
Q178127,push-to-talk,Q6887246,mobile technology,2,0
Q254183,augmented reality,Q58778,system,1,1
Q254183,augmented reality,Q2109768,final salary system,2,0
Q254183,augmented reality,Q599967,autopoiesis,2,0
Q254183,augmented reality,Q16672214,sports rating system,2,0
Q254183,augmented reality,Q622381,deterministic system,2,0
Q254183,augmented reality,Q3958441,economic sector,2,0
Q254183,augmented reality,Q105948247,knowledge system,2,0
Q254183,augmented reality,Q625083,water supply network,2,0
Q254183,augmented reality,Q4491715,phonemic transcription,2,0
Q254183,augmented reality,Q1803829,landscape type,2,0
Q254183,augmented reality,Q5499606,free-bass system,2,0
Q254183,augmented reality,Q278784,district heating,2,0
Q254183,augmented reality,Q1736180,predetermined motion time system,2,0
Q254183,augmented reality,Q47484674,threat level,2,0
Q254183,augmented reality,Q1584378,measuring equipment,2,0
Q296643,Association of Radio Industries and Businesses,Q4830453,business,1,1
Q296643,Association of Radio Industries and Businesses,Q783794,company,1,1
Q296643,Association of Radio Industries and Businesses,Q1328899,standards organization,1,1
Q296643,Association of Radio Industries and Businesses,Q2298728,Trust Office,2,0
Q296643,Association of Radio Industries and Businesses,Q2566474,sutler,2,0
Q296643,Association of Radio Industries and Businesses,Q51885731,European Standardization Organization,2,0
Q296643,Association of Radio Industries and Businesses,Q7835148,transport standards organization,2,0
Q296643,Association of Radio Industries and Businesses,Q15277759,national standards organisation,2,1
Q296643,Association of Radio Industries and Businesses,Q659206,Technischer Überwachungsverein,2,0
Q296643,Association of Radio Industries and Businesses,Q294801,eco-control body,2,0
Q296643,Association of Radio Industries and Businesses,Q105547053,UK cable company,2,0
Q296643,Association of Radio Industries and Businesses,Q52162350,regional standards organisation,2,1
Q3025536,DevOps,Q1378470,software development methodology,1,1
Q3025536,DevOps,Q30232,agile software development,2,1
Q3025536,DevOps,Q814447,behavior-driven development,2,1
Q3025536,DevOps,Q950250,test-driven development,2,1
Q3025536,DevOps,Q795549,rapid application development,2,1
Q3025536,DevOps,Q460387,Scrum,2,1
Q3025536,DevOps,Q23808624,Scaled Agile Framework,3,1
Q3025536,DevOps,Q16001539,Acceptance test-driven development,3,1
Q3025536,DevOps,Q25111127,Mob programming,3,1
Q3025536,DevOps,Q607013,pair programming,3,1
Q3025536,DevOps,Q209711,extreme programming,3,1
Q2826680,National Safe Securities Agency,Q327333,government agency,1,1
Q2826680,National Safe Securities Agency,Q59456832,medical board,2,0
Q128831,Federal Communications Commission,Q1752939,independent agency of the United States government,1,1
Q2493,data compression,Q500669,technical process,1,1
Q2493,data compression,Q1063143,batch mode,2,1
Q2493,data compression,Q3242320,enzymatic liquefaction,2,0
Q2493,data compression,Q77289654,pharmaceutical process,2,0
Q2493,data compression,Q15991203,industrial process,2,0
Q6049601,International Conference on Computer Communications,Q2020153,academic conference,1,1
Q6049601,International Conference on Computer Communications,Q88966018,1. Workshop der AG CAA,2,0
Q6049601,International Conference on Computer Communications,Q10846717,COSCUP,2,0
Q6049601,International Conference on Computer Communications,Q110895855,Archipel 2022 : Global systemic risks  trajectories and transdisciplinary levers for action,2,0
Q1057712,FTPS,Q15836568,computer network protocol,1,1
Q907375,unit testing,Q96273743,type of test,1,1
Q907375,unit testing,Q5135723,cloud testing,2,0
Q907375,unit testing,Q55215251,medical test type,2,0
Q1060131,Challenge-Handshake Authentication Protocol,Q4825885,authentication protocol,1,1
Q1060131,Challenge-Handshake Authentication Protocol,Q7878662,multi-factor authentication,2,1
Q1060131,Challenge-Handshake Authentication Protocol,Q17086335,two-factor authentication,3,1
Q513675,pharming,Q4071928,cyberattack,1,1
Q513675,pharming,Q135005,phishing,2,1
Q15028,International Organization for Standardization,Q1328899,standards organization,1,1
Q15028,International Organization for Standardization,Q1194093,international non-governmental organization,1,1
Q15028,International Organization for Standardization,Q294801,eco-control body,2,0
Q15028,International Organization for Standardization,Q7311277,Religions for Peace,2,0
Q15028,International Organization for Standardization,Q7835148,transport standards organization,2,0
Q15028,International Organization for Standardization,Q52162350,regional standards organisation,2,1
Q15028,International Organization for Standardization,Q15277759,national standards organisation,2,1
Q15028,International Organization for Standardization,Q659206,Technischer Überwachungsverein,2,0
Q177234,mainframe computer,Q716676,class of computers,1,1
Q1810071,A/B testing,Q96273743,type of test,1,1
Q1810071,A/B testing,Q5135723,cloud testing,2,0
Q1810071,A/B testing,Q55215251,medical test type,2,0
Q852835,customer,Q4897819,role,1,1
Q852835,customer,Q7124279,page boy,2,0
Q852835,customer,Q1707847,role,2,1
Q852835,customer,Q636497,stock character,2,0
Q852835,customer,Q11424100,status,2,1
Q852835,customer,Q46034607,interviewer,2,1
Q852835,customer,Q54287532,child role,3,0
Q79703,Long Term Evolution,Q26763979,mobile phone network standard,1,1
Q79703,Long Term Evolution,Q1023122,CDMA2000,2,1
Q375673,Jakarta Servlet,Q20819677,technical specification,1,1
Q375673,Jakarta Servlet,Q165194,application programming interface,1,1
Q375673,Jakarta Servlet,Q4672467,access method,2,0
Q375673,Jakarta Servlet,Q29053484,PowerPoint (.ppt) Binary File Format,2,0
Q375673,Jakarta Servlet,Q109772972,technical drawing,2,0
Q375673,Jakarta Servlet,Q56254915,API management,2,1
Q375673,Jakarta Servlet,Q60229368,Developer Portal,2,0
Q375673,Jakarta Servlet,Q60738905,Legacy Plug and Play,2,0
Q207580,Routing Information Protocol,Q1229441,distance-vector routing protocol,1,1
Q207580,Routing Information Protocol,Q345335,Ad hoc On-Demand Distance Vector Routing,2,1
Q749245,Autonomous System,Q36161,set,1,1
Q749245,Autonomous System,Q1307800,unit sphere,2,0
Q749245,Autonomous System,Q1211071,equivalence class,2,0
Q749245,Autonomous System,Q1322294,Minkowski addition,2,0
Q749245,Autonomous System,Q726212,bounded set,2,0
Q749245,Autonomous System,Q280896,Herbrand universe,2,0
Q749245,Autonomous System,Q4915231,biordered set,2,0
Q749245,Autonomous System,Q3490774,spectrum of a matrix,2,0
Q749245,Autonomous System,Q56353075,parallel lines,2,0
Q749245,Autonomous System,Q1055058,fuzzy set,2,0
Q749245,Autonomous System,Q109023681,invariant set,2,0
Q749245,Autonomous System,Q1174982,continuum,2,0
Q749245,Autonomous System,Q778785,balanced set,2,0
Q749245,Autonomous System,Q7166526,peptide library,2,0
Q749245,Autonomous System,Q2400718,divisor set,2,0
Q749245,Autonomous System,Q973877,national colours,2,0
Q749245,Autonomous System,Q7994926,ordered set,2,0
Q749245,Autonomous System,Q5249754,Dedekind-infinite set,2,0
Q749245,Autonomous System,Q2709287,support,2,0
Q749245,Autonomous System,Q8563541,flag,2,0
Q749245,Autonomous System,Q211548,locus,2,0
Q749245,Autonomous System,Q467440,sample space,2,0
Q749245,Autonomous System,Q110408630,set of natural numbers with restriction,2,0
Q749245,Autonomous System,Q110408652,set of integers without zero,2,0
Q749245,Autonomous System,Q4390247,Recognizable set,2,0
Q749245,Autonomous System,Q78054942,preordered set,2,0
Q749245,Autonomous System,Q746007,cumulant,2,0
Q749245,Autonomous System,Q17098125,integral closure of an ideal,2,0
Q749245,Autonomous System,Q1136376,support,2,0
Q749245,Autonomous System,Q474715,partially ordered set,2,0
Q749245,Autonomous System,Q2208651,Transversal,2,0
Q749245,Autonomous System,Q205140,infinite set,2,0
Q749245,Autonomous System,Q815741,geometric shape,2,0
Q749245,Autonomous System,Q26836222,family of distributions,2,0
Q749245,Autonomous System,Q91442652,maximal spectrum of a ring,2,0
Q749245,Autonomous System,Q7248935,Proj construction,2,0
Q749245,Autonomous System,Q25379348,union of polytopes,2,0
Q749245,Autonomous System,Q5139907,cocountable set,2,0
Q749245,Autonomous System,Q3054869,Kakeya set,2,0
Q749245,Autonomous System,Q2456981,underlying set,2,0
Q831677,document management system,Q17155032,software category,1,1
Q831677,document management system,Q907342,compatibility layer,2,0
Q831677,document management system,Q28168011,X server,2,0
Q831677,document management system,Q1074158,educational software,2,0
Q831677,document management system,Q28057030,ERP software,2,1
Q831677,document management system,Q3077240,forge,2,1
Q831677,document management system,Q15079042,spaced repetition software,2,0
Q831677,document management system,Q1756442,LR parser,2,0
Q6501125,ground,Q23008367,reference point,1,1
Q6501125,ground,Q1425864,,2,0
Q6501125,ground,Q25413445,Standard state,2,0
Q6501125,ground,Q1878074,standard state,2,0
Q6501125,ground,Q507810,epoch,2,0
Q6501125,ground,Q1757074,root node,2,0
Q6501125,ground,Q1144077,list price,2,0
Q376150,International Telecommunication Union,Q15925165,specialized agency of the United Nations,1,1
Q376150,International Telecommunication Union,Q1328899,standards organization,1,1
Q376150,International Telecommunication Union,Q659206,Technischer Überwachungsverein,2,0
Q376150,International Telecommunication Union,Q294801,eco-control body,2,0
Q376150,International Telecommunication Union,Q51885731,European Standardization Organization,2,1
Q11273,Moving Picture Experts Group,Q27493,working group,1,1
Q133973,WiMAX,Q43229,organization,1,0
Q193424,web service,Q17155032,software category,1,1
Q193424,web service,Q907342,compatibility layer,2,0
Q193424,web service,Q28168011,X server,2,0
Q193424,web service,Q1074158,educational software,2,0
Q193424,web service,Q487365,gateway,2,0
Q193424,web service,Q1727373,lint,2,0
Q193424,web service,Q1756442,LR parser,2,0
Q193424,web service,Q643876,Virtual printer,2,0
Q193424,web service,Q570871,email client,2,0
Q193424,web service,Q28057030,ERP software,2,0
Q193424,web service,Q3077240,forge,2,0
Q193424,web service,Q15079042,spaced repetition software,2,0
Q166936,Internet Message Access Protocol,Q15836568,computer network protocol,1,1
Q166936,Internet Message Access Protocol,Q16935517,text-based protocol,1,1
Q166936,Internet Message Access Protocol,Q8795,Internet Protocol,2,1
Q166936,Internet Message Access Protocol,Q28380029,network file system,2,0
Q166936,Internet Message Access Protocol,Q8777,Hypertext Transfer Protocol,2,1
Q166936,Internet Message Access Protocol,Q5013874,CRFS (Coherent Remote File System),2,0
Q166936,Internet Message Access Protocol,Q65498884,Mercurial SSH command protocol,2,0
Q166936,Internet Message Access Protocol,Q2622793,JetDirect,2,0
Q228493,access right,Q1151067,rule,1,1
Q228493,access right,Q7375071,royal instructions,2,0
Q228493,access right,Q23758,Three Laws of Robotics,2,0
Q228493,access right,Q1368455,opt-out,2,0
Q228493,access right,Q425951,capitalization,2,0
Q228493,access right,Q21006424,legal obligation,2,1
Q228493,access right,Q11242653,Supreme Commander for the Allied Powers Instruction Note,2,0
Q228493,access right,Q46994776,Right to Challenge,2,0
Q228493,access right,Q1518244,business rule,2,0
Q228493,access right,Q211364,principle,2,0
Q870780,chatbot,Q4485156,software feature,1,1
Q870780,chatbot,Q459708,features of Firefox,2,0
Q870780,chatbot,Q16240817,autotype,2,0
Q870780,chatbot,Q55070019,video game feature,2,0
Q870780,chatbot,Q6407552,killer feature,2,0
Q870780,chatbot,Q554950,recommender system,2,0
Q870780,chatbot,Q110509814,neural network layer,2,1
Q870780,chatbot,Q48835386,Feed,2,0
Q870780,chatbot,Q4434361,contact list,2,1
Q870780,chatbot,Q5057302,sound recording process,2,0
Q870780,chatbot,Q440972,compatibility mode,2,0
Q870780,chatbot,Q24839054,sticker,2,0
Q7096061,Open Grid Forum,Q43229,organization,1,1
Q7096061,Open Grid Forum,Q5380419,Enterprises in the Soviet Union,2,0
Q7096061,Open Grid Forum,Q1311569,Railway divisions in Germany,2,0
Q7096061,Open Grid Forum,Q110666024,deemed partnership,2,0
Q7096061,Open Grid Forum,Q26180917,hiking center,2,0
Q7096061,Open Grid Forum,Q47533065,disability organization,2,0
Q7096061,Open Grid Forum,Q5055151,caving organization,2,0
Q7096061,Open Grid Forum,Q5155040,community project,2,1
Q7096061,Open Grid Forum,Q597897,nation,2,0
Q7096061,Open Grid Forum,Q2993760,conseil de fabrique,2,0
Q460387,Scrum,Q30232,agile software development,1,1
Q460387,Scrum,Q2023606,education program,1,0
Q460387,Scrum,Q23808624,Scaled Agile Framework,2,1
Q460387,Scrum,Q607013,pair programming,2,1
Q460387,Scrum,Q209711,extreme programming,2,1
Q460387,Scrum,Q25111127,Mob programming,2,1
Q18822,Global Positioning System,Q179435,satellite navigation system,1,1
Q18822,Global Positioning System,Q20181002,radionavigation-satellite service,1,1
