QID,label,from,starting label,target,depth
Q7998546,wide-spectrum language,Q3816639,Kotlin,1,2
Q28920795,function-level language,Q3816639,Kotlin,1,2
Q4117397,systems programming language,Q3816639,Kotlin,1,2
Q28922858,class-based programming language,Q3816639,Kotlin,1,2
Q28920117,structured programming language,Q3816639,Kotlin,1,2
Q477248,pastry,Q2746070,Canelé,1,1
Q251981,crisp bread,Q2746070,Canelé,0,2
Q870362,rice bread,Q2746070,Canelé,0,2
Q871619,bear claw,Q2746070,Canelé,1,2
Q273426,éclair,Q2746070,Canelé,1,2
Q28416788,Lotus seed paste cake,Q2746070,Canelé,1,2
Q1073041,coconut bar,Q2746070,Canelé,1,2
Q12192991,meskouta,Q2746070,Canelé,1,2
Q1014883,Burger Brezel,Q2746070,Canelé,0,2
Q1660010,Christmas cookies,Q2746070,Canelé,1,2
Q208729,nougat,Q2746070,Canelé,0,2
Q3535552,Tourteau fromagé,Q2746070,Canelé,0,2
Q3778467,gubana,Q2746070,Canelé,1,2
Q5183361,Cream horn,Q2746070,Canelé,1,2
Q856330,cracker,Q2746070,Canelé,0,2
Q13266,cookie,Q2746070,Canelé,1,2
Q235557,file format,Q219763,MPEG-4,1,1
Q34289060,Raw bitmap,Q219763,MPEG-4,0,2
Q28846076,Classification Results File Format,Q219763,MPEG-4,0,2
Q17636230,Windows Prefetch File,Q219763,MPEG-4,0,2
Q5090500,Chemical table file,Q219763,MPEG-4,0,2
Q167772,digital container format,Q219763,MPEG-4,0,2
Q287067,ABC notation,Q219763,MPEG-4,0,2
Q278934,shapefile,Q219763,MPEG-4,0,2
Q27978793,Spectrum 512,Q219763,MPEG-4,0,2
Q34274654,metaformat,Q219763,MPEG-4,0,2
Q7508366,sidecar file,Q219763,MPEG-4,0,2
Q27915173,RADARSAT-1 CEOS SAR Trailer File,Q219763,MPEG-4,0,2
Q29644049,S-57 Electronic Navigation Chart,Q219763,MPEG-4,0,2
Q3502441,Binary Interchange File Format,Q219763,MPEG-4,0,2
Q5248648,debugging data format,Q219763,MPEG-4,0,2
Q1135858,Flash Video,Q219763,MPEG-4,1,2
Q5426535,Autodesk FLI/FLC,Q219763,MPEG-4,0,2
Q6046575,Intergraph Standard File Formats,Q219763,MPEG-4,0,2
Q467454,Rich Text Format,Q219763,MPEG-4,0,2
Q34746188,STATISTICA,Q219763,MPEG-4,0,2
Q223535,Matroska,Q219763,MPEG-4,1,2
Q1931564,Microsoft Access Database,Q219763,MPEG-4,0,2
Q16545707,dBASE Table File Format,Q219763,MPEG-4,0,2
Q379545,Advanced Forensic Format,Q219763,MPEG-4,0,2
Q285972,Mbox,Q219763,MPEG-4,0,2
Q5227180,Data Interchange Format,Q219763,MPEG-4,0,2
Q7079133,Office Open XML file formats,Q219763,MPEG-4,0,2
Q1363415,MPEG program stream,Q219763,MPEG-4,1,2
Q27198004,RELAX NG schema file,Q219763,MPEG-4,0,2
Q27915156,RADARSAT-1 CEOS Volume Directory File,Q219763,MPEG-4,0,2
Q1224822,Digital Terrain Elevation Data,Q219763,MPEG-4,0,2
Q7315155,research center,Q30299483,Inria Nancy - Grand-Est research centre,1,1
Q13226383,facility,Q30299483,Inria Nancy - Grand-Est research centre,1,1
Q483242,laboratory,Q30299483,Inria Nancy - Grand-Est research centre,1,1
Q47524436,swimming area,Q30299483,Inria Nancy - Grand-Est research centre,0,2
Q11560645,waste management facility,Q30299483,Inria Nancy - Grand-Est research centre,0,2
Q47519912,bicycle repair station,Q30299483,Inria Nancy - Grand-Est research centre,0,2
Q57504458,port infrastructure,Q30299483,Inria Nancy - Grand-Est research centre,0,2
Q57951700,research site,Q30299483,Inria Nancy - Grand-Est research centre,1,2
Q5227330,data pack,Q171045,Open Virtualization Format,1,1
Q20155966,XML-based format,Q171045,Open Virtualization Format,1,1
Q576465,GPS eXchange Format,Q171045,Open Virtualization Format,0,2
Q29167422,iOS app,Q171045,Open Virtualization Format,0,2
Q26763979,mobile phone network standard,Q233394,code division multiple access,1,1
Q1023122,CDMA2000,Q233394,code division multiple access,1,2
Q853614,identifier,Q115637,Mobile Station Roaming Number,1,1
Q369494,Joint Electronics Type Designation System,Q115637,Mobile Station Roaming Number,0,2
Q58328791,identifiant non signifiant,Q115637,Mobile Station Roaming Number,1,2
Q1268470,product key,Q115637,Mobile Station Roaming Number,0,2
Q1649137,Society Reference Catalogue,Q115637,Mobile Station Roaming Number,0,2
Q54975531,incorrect identifier value,Q115637,Mobile Station Roaming Number,0,2
Q4392007,registration number,Q115637,Mobile Station Roaming Number,0,2
Q1541645,process identifier,Q115637,Mobile Station Roaming Number,0,2
Q412438,image compression,Q178051,Portable Network Graphics,1,1
Q55542,lossless compression,Q178051,Portable Network Graphics,1,1
Q15087423,ISO standard,Q178051,Portable Network Graphics,0,1
Q39333,texture compression,Q178051,Portable Network Graphics,1,2
Q35127,website,Q2199289,Géoportail,1,1
Q4505959,digital map,Q2199289,Géoportail,1,1
Q189210,web application,Q2199289,Géoportail,1,2
Q1938536,mirror site,Q2199289,Géoportail,0,2
Q3485465,cooking website,Q2199289,Géoportail,0,2
Q640492,digital elevation model,Q2199289,Géoportail,1,2
Q15633582,MediaWiki website,Q2199289,Géoportail,0,2
Q17232649,news website,Q2199289,Géoportail,0,2
Q41346237,interactive map,Q2199289,Géoportail,1,2
Q1990286,Single-page application,Q2199289,Géoportail,0,2
Q171,wiki,Q2199289,Géoportail,0,2
Q965136,Shuttle Radar Topography Mission,Q2199289,Géoportail,1,3
Q3152849,Instance représentative du personnel,Q2985644,comité technique,1,1
Q2674461,mobile phone generation,Q1046079,1G,1,1
Q484170,commune of France,Q6588,Périgueux,1,1
Q8513,database,Q1347847,Central Equipment Identity Register,1,1
Q16155335,statistical database,Q1347847,Central Equipment Identity Register,1,2
Q28324878,schema-agnostic databases,Q1347847,Central Equipment Identity Register,0,2
Q4349497,speech corpus,Q1347847,Central Equipment Identity Register,0,2
Q2138567,clinical trials registry,Q1347847,Central Equipment Identity Register,0,2
Q1391125,specialized database,Q1347847,Central Equipment Identity Register,1,2
Q178376,finding aid,Q1347847,Central Equipment Identity Register,0,2
Q1787017,cancer registry,Q1347847,Central Equipment Identity Register,0,2
Q780524,pronunciation database,Q1347847,Central Equipment Identity Register,0,2
Q333761,translation memory,Q1347847,Central Equipment Identity Register,0,2
Q5322831,EDA database,Q1347847,Central Equipment Identity Register,0,2
Q59162712,source database,Q1347847,Central Equipment Identity Register,0,2
Q22811662,image database,Q1347847,Central Equipment Identity Register,0,2
Q4485156,software feature,Q72588,content delivery network,1,1
Q5439692,Features of Skype,Q72588,content delivery network,0,2
Q6407552,killer feature,Q72588,content delivery network,0,2
Q440972,compatibility mode,Q72588,content delivery network,0,2
Q842193,sandbox,Q72588,content delivery network,0,2
Q4346042,Do What I Mean,Q72588,content delivery network,0,2
Q24839054,sticker,Q72588,content delivery network,0,2
Q55070019,video game feature,Q72588,content delivery network,0,2
Q16240817,autotype,Q72588,content delivery network,0,2
Q1344046,first-class functions,Q72588,content delivery network,0,2
Q2392270,anti–email spam techniques,Q72588,content delivery network,0,2
Q21674818,MediaWiki hook,Q72588,content delivery network,0,2
Q554950,recommender system,Q72588,content delivery network,0,2
Q459708,features of Firefox,Q72588,content delivery network,0,2
Q4434361,contact list,Q72588,content delivery network,0,2
Q18042942,Beta Features,Q72588,content delivery network,0,2
Q5057302,sound recording process,Q72588,content delivery network,0,2
Q48835386,Feed,Q72588,content delivery network,0,2
Q157031,foundation,Q180,Wikimedia Foundation,1,1
Q2166013,wiki hosting service,Q180,Wikimedia Foundation,1,1
Q708676,charitable organization,Q180,Wikimedia Foundation,1,1
Q4164871,position,Q15587490,construction client,1,1
Q1414672,legislative seat,Q15587490,construction client,0,2
Q56654089,superintendent of Centro,Q15587490,construction client,0,2
Q932945,khatib,Q15587490,construction client,0,2
Q58697599,Inspecteur général des services judiciaires,Q15587490,construction client,0,2
Q2114175,provost,Q15587490,construction client,0,2
Q11452125,East Asian government service,Q15587490,construction client,0,2
Q56669297,superintendent,Q15587490,construction client,0,2
Q23307026,Shadow minister,Q15587490,construction client,0,2
Q59289676,Chief of staff of the French Ministry of the Interior,Q15587490,construction client,0,2
Q1207353,head of department,Q15587490,construction client,0,2
Q228417,Zugführer,Q15587490,construction client,0,2
Q7231714,Starosta,Q15587490,construction client,0,2
Q2660216,Vice President of Iran,Q15587490,construction client,0,2
Q1500391,chief of municipal,Q15587490,construction client,0,2
Q56654108,superintendent of Ilha do Governador,Q15587490,construction client,0,2
Q5428874,faculty member,Q15587490,construction client,0,2
Q56654118,superintendent of Bangu,Q15587490,construction client,0,2
Q1221126,Dienststellung,Q15587490,construction client,0,2
Q1837955,Chief Minister of Punjab,Q15587490,construction client,0,2
Q4048723,SEO specialist,Q15587490,construction client,0,2
Q5640756,Prócer del Reino,Q15587490,construction client,0,2
Q7231536,Portcullis Pursuivant,Q15587490,construction client,0,2
Q6888512,moderator,Q15587490,construction client,0,2
Q10312791,juiz de direito,Q15587490,construction client,0,2
Q11938128,Mutasarrıf,Q15587490,construction client,0,2
Q15894241,assistant commissioner,Q15587490,construction client,0,2
Q3290825,churchwarden,Q15587490,construction client,0,2
Q30926380,guarda-roupa,Q15587490,construction client,0,2
Q334473,division manager,Q15587490,construction client,0,2
Q10571975,länsråd,Q15587490,construction client,0,2
Q56514255,information commissioner,Q15587490,construction client,0,2
Q1516453,lieutenant governor,Q15587490,construction client,0,2
Q2133201,Procureur du Bien Public,Q15587490,construction client,0,2
Q7647118,Surveyor General,Q15587490,construction client,0,2
Q3643105,Rain Queen,Q15587490,construction client,0,2
Q5124691,civil servant of the People's Republic of China,Q15587490,construction client,0,2
Q1890052,president of the court,Q15587490,construction client,0,2
Q303618,diplomatic rank,Q15587490,construction client,0,2
Q7559869,Somerset Herald,Q15587490,construction client,0,2
Q2937346,Capitão do donatário,Q15587490,construction client,0,2
Q61022630,officer,Q15587490,construction client,0,2
Q664547,Grand Council of Bern,Q15587490,construction client,0,2
Q60028304,Lieutenant Governors of Brazil,Q15587490,construction client,0,2
Q56654120,superintendent of Recreio e Vargens,Q15587490,construction client,0,2
Q23685787,working student,Q15587490,construction client,0,2
Q207978,consul,Q15587490,construction client,0,2
Q56654110,superintendent of Zona Sul,Q15587490,construction client,0,2
Q56654106,superintendent of Guaratiba,Q15587490,construction client,0,2
Q3043455,Délégué militaire départemental,Q15587490,construction client,0,2
Q49838176,executives of counties in Maryland,Q15587490,construction client,0,2
Q2137774,government governor,Q15587490,construction client,0,2
Q1795352,Kämmerer,Q15587490,construction client,0,2
Q5390229,ambassador of Costa Rica,Q15587490,construction client,0,2
Q1348170,Fils de France,Q15587490,construction client,0,2
Q47529145,Stationsleiter,Q15587490,construction client,0,2
Q3043456,Délégué militaire régional,Q15587490,construction client,0,2
Q188628,board of directors,Q15587490,construction client,0,2
Q15836568,computer network protocol,Q13162,Internet Control Message Protocol,1,1
Q1254335,cryptographic protocol,Q13162,Internet Control Message Protocol,0,2
Q8795,Internet Protocol,Q13162,Internet Control Message Protocol,1,2
Q1422324,Telecommunications Management Network,Q13162,Internet Control Message Protocol,1,2
Q1128629,content negotiation,Q13162,Internet Control Message Protocol,0,2
Q81414,Internet protocol suite,Q13162,Internet Control Message Protocol,1,2
Q920890,mobile operating system,Q483318,Symbian,1,1
Q4885200,Windows Phone,Q483318,Symbian,1,2
Q1854343,Windows Phone 7.x,Q483318,Symbian,1,3
Q34825,Windows Phone 8,Q483318,Symbian,1,3
Q18845397,Windows 10 Mobile,Q483318,Symbian,1,3
Q15282750,Windows Phone 8.1,Q483318,Symbian,1,3
Q9143,programming language,Q191342,LAMP,1,1
Q506883,free and open-source software,Q191342,LAMP,1,1
Q4117397,systems programming language,Q191342,LAMP,0,2
Q28923013,inductive logic programming language,Q191342,LAMP,0,2
Q28920117,structured programming language,Q191342,LAMP,0,2
Q7998546,wide-spectrum language,Q191342,LAMP,0,2
Q28920181,dataflow programming language,Q191342,LAMP,0,2
Q28920795,function-level language,Q191342,LAMP,0,2
Q811704,rolling stock class,Q129337,TGV,1,1
Q13402959,high-speed train,Q129337,TGV,1,1
Q483373,electric multiple unit,Q129337,TGV,1,1
Q30754613,TGV inOui,Q129337,TGV,1,1
Q16858238,train category,Q129337,TGV,1,1
Q167270,trademark,Q129337,TGV,1,1
Q928468,TGV Réseau,Q129337,TGV,1,2
Q2205965,list of Belgian railway services,Q129337,TGV,0,2
Q432478,Automotrice à grande vitesse,Q129337,TGV,1,2
Q1049958,SNCF TGV POS,Q129337,TGV,1,2
Q484170,commune of France,Q171545,Belfort,1,1
Q11488158,corporate title,Q1071690,chief security officer,1,1
Q4376769,university president,Q1071690,chief security officer,0,2
Q483247,phenomenon,Q175751,quantum tunneling,1,1
Q206735,debasement,Q175751,quantum tunneling,0,2
Q4826866,autonomous sensory meridian response,Q175751,quantum tunneling,0,2
Q9251450,quantum effect,Q175751,quantum tunneling,1,2
Q633852,uncanny,Q175751,quantum tunneling,0,2
Q5247631,insurance market death spiral,Q175751,quantum tunneling,0,2
Q21043960,Halla,Q175751,quantum tunneling,0,2
Q3,life,Q175751,quantum tunneling,0,2
Q3505845,state,Q175751,quantum tunneling,0,2
Q484652,international organization,Q221779,European Conference of Postal and Telecommunications Administrations,1,1
Q28346,International Union of Pure and Applied Physics,Q221779,European Conference of Postal and Telecommunications Administrations,0,2
Q6053760,International Swaminarayan Satsang Organisation,Q221779,European Conference of Postal and Telecommunications Administrations,0,2
Q1262438,international court,Q221779,European Conference of Postal and Telecommunications Administrations,0,2
Q5570909,global union federation,Q221779,European Conference of Postal and Telecommunications Administrations,0,2
Q29300714,international association,Q221779,European Conference of Postal and Telecommunications Administrations,0,2
Q1345691,international financial institution,Q221779,European Conference of Postal and Telecommunications Administrations,0,2
Q4936585,body of the European Union,Q221779,European Conference of Postal and Telecommunications Administrations,0,2
Q16926150,Transnational organization,Q221779,European Conference of Postal and Telecommunications Administrations,1,2
Q9690903,International Federation for Victory Over Communism,Q221779,European Conference of Postal and Telecommunications Administrations,0,2
Q170156,confederation,Q221779,European Conference of Postal and Telecommunications Administrations,0,2
Q15285626,organization established by the United Nations,Q221779,European Conference of Postal and Telecommunications Administrations,0,2
Q56296302,european union federation,Q221779,European Conference of Postal and Telecommunications Administrations,0,2
Q1335818,supranational union,Q221779,European Conference of Postal and Telecommunications Administrations,0,2
Q18635291,International Pure Bhakti Yoga Society,Q221779,European Conference of Postal and Telecommunications Administrations,0,2
Q15925165,specialized agency of the United Nations,Q221779,European Conference of Postal and Telecommunications Administrations,0,2
Q993160,European Communities,Q221779,European Conference of Postal and Telecommunications Administrations,0,2
Q1065,United Nations,Q221779,European Conference of Postal and Telecommunications Administrations,0,2
Q4120211,regional organization,Q221779,European Conference of Postal and Telecommunications Administrations,1,2
Q1969448,term,Q15618663,product backlog,1,1
Q28753832,Go term,Q15618663,product backlog,0,2
Q1743109,Unchurched,Q15618663,product backlog,0,2
Q12812139,technical term,Q15618663,product backlog,0,2
Q7546863,Quisling,Q15618663,product backlog,0,2
Q11359438,Buddhist terminology,Q15618663,product backlog,0,2
Q545779,pejorative,Q15618663,product backlog,0,2
Q7632742,Succès de scandale,Q15618663,product backlog,0,2
Q41014950,ChEBI Ontology term,Q15618663,product backlog,0,2
Q376431,color term,Q15618663,product backlog,0,2
Q59333207,textile term,Q15618663,product backlog,0,2
Q1521634,vulgarism,Q15618663,product backlog,0,2
Q3107473,Jew,Q15618663,product backlog,0,2
Q57495609,old,Q15618663,product backlog,0,2
Q1400565,spur,Q15618663,product backlog,0,2
Q57158028,general term,Q15618663,product backlog,0,2
Q3475445,Schmilblick,Q15618663,product backlog,0,2
Q83464,euphemism,Q15618663,product backlog,0,2
Q23017666,Art & Architecture Thesaurus LOD Dataset,Q15618663,product backlog,0,2
Q3016945,settlement date,Q15618663,product backlog,0,2
Q181970,archaism,Q15618663,product backlog,0,2
Q16874643,legal term,Q15618663,product backlog,0,2
Q1741898,children's language,Q15618663,product backlog,0,2
Q19610271,literary term,Q15618663,product backlog,0,2
Q58233068,humorous,Q15618663,product backlog,0,2
Q58157328,rare,Q15618663,product backlog,0,2
Q20986437,naming dispute,Q15618663,product backlog,0,2
Q28640,profession,Q816432,project manager,1,1
Q4164871,position,Q816432,project manager,1,1
Q2133201,Procureur du Bien Public,Q816432,project manager,0,2
Q3333733,musicology profession,Q816432,project manager,0,2
Q28172535,Mayor of Peshawar,Q816432,project manager,0,2
Q11452125,East Asian government service,Q816432,project manager,0,2
Q13365589,principal,Q816432,project manager,0,2
Q303618,diplomatic rank,Q816432,project manager,0,2
Q59289676,Chief of staff of the French Ministry of the Interior,Q816432,project manager,0,2
Q1207353,head of department,Q816432,project manager,1,2
Q2937346,Capitão do donatário,Q816432,project manager,0,2
Q24884545,engineering controls,Q816432,project manager,0,2
Q30682903,data protection officer,Q816432,project manager,1,2
Q60028304,Lieutenant Governors of Brazil,Q816432,project manager,0,2
Q7201527,plant operator,Q816432,project manager,0,2
Q56654120,superintendent of Recreio e Vargens,Q816432,project manager,0,2
Q3922583,health profession,Q816432,project manager,0,2
Q3349717,officier ministériel,Q816432,project manager,0,2
Q29512034,list of ambassadors of the European Union,Q816432,project manager,0,2
Q1766113,lighthouse keeper,Q816432,project manager,0,2
Q49838176,executives of counties in Maryland,Q816432,project manager,0,2
Q4907518,superior,Q816432,project manager,1,2
Q1863649,side job,Q816432,project manager,0,2
Q2137774,government governor,Q816432,project manager,0,2
Q11938128,Mutasarrıf,Q816432,project manager,0,2
Q1276214,European Union Special Representative,Q816432,project manager,0,2
Q15894241,assistant commissioner,Q816432,project manager,0,2
Q47529145,Stationsleiter,Q816432,project manager,0,2
Q3043456,Délégué militaire régional,Q816432,project manager,0,2
Q188628,board of directors,Q816432,project manager,0,2
Q3333729,Métiers dans l'Égypte antique,Q816432,project manager,0,2
Q56604690,textile profession,Q816432,project manager,0,2
Q17155032,software category,Q104851,firmware,1,1
Q1074158,educational software,Q104851,firmware,0,2
Q43229,organization,Q17079392,TSDSI,1,1
Q7392579,Software Process Improvement Network,Q17079392,TSDSI,0,2
Q3119880,rondas campesinas,Q17079392,TSDSI,0,2
Q5055151,caving organization,Q17079392,TSDSI,0,2
Q17092674,redistricting commission,Q17079392,TSDSI,0,2
Q5380419,Enterprises in the Soviet Union,Q17079392,TSDSI,0,2
Q55634774,teal organisation,Q17079392,TSDSI,0,2
Q816676,Notified Body,Q17079392,TSDSI,0,2
Q1390062,fab lab,Q17079392,TSDSI,0,2
Q2993760,conseil de fabrique,Q17079392,TSDSI,0,2
Q26180917,hiking center,Q17079392,TSDSI,0,2
Q17222171,federation of agricultural cooperative associations,Q17079392,TSDSI,0,2
Q597897,nation,Q17079392,TSDSI,0,2
Q28523131,organization based in Belarus,Q17079392,TSDSI,0,2
Q5155040,community project,Q17079392,TSDSI,0,2
Q58001476,condado (Spain),Q17079392,TSDSI,0,2
Q856625,branch of libraries,Q17079392,TSDSI,0,2
Q10686791,sewing circle,Q17079392,TSDSI,0,2
Q2948132,chambre consulaire,Q17079392,TSDSI,0,2
Q47533065,disability organization,Q17079392,TSDSI,0,2
Q1517730,Geschichtskommission,Q17079392,TSDSI,0,2
Q1311569,Railway divisions in Germany,Q17079392,TSDSI,0,2
Q1799072,method,Q228502,access control,1,1
Q5157582,computer security model,Q228502,access control,1,1
Q151885,concept,Q228502,access control,1,1
Q1969448,term,Q228502,access control,0,2
Q2331011,propaganda technique,Q228502,access control,0,2
Q3406136,ProMES,Q228502,access control,0,2
Q1438073,research method,Q228502,access control,0,2
Q207333,honor,Q228502,access control,0,2
Q21651927,sacred,Q228502,access control,0,2
Q48746328,Kabyle smile,Q228502,access control,0,2
Q216177,social bookmarking,Q228502,access control,0,2
Q200230,classical element,Q228502,access control,0,2
Q33104279,philosophical concept,Q228502,access control,0,2
Q46857,scientific method,Q228502,access control,0,2
Q6453739,primitive notion,Q228502,access control,0,2
Q393303,Aggregate Method,Q228502,access control,0,2
Q1847896,phasing method,Q228502,access control,0,2
Q24457356,historiographical concept,Q228502,access control,0,2
Q4386060,cognitive architecture,Q228502,access control,0,2
Q12718609,statistical analysis,Q228502,access control,0,2
Q105769,systematics,Q228502,access control,0,2
Q652487,Clark–Wilson model,Q228502,access control,1,2
Q167312,dualism,Q228502,access control,0,2
Q4116218,conversion of scripts,Q228502,access control,0,2
Q1929999,hydrogen production process,Q228502,access control,0,2
Q56291515,future technology,Q228502,access control,0,2
Q653345,justification,Q228502,access control,0,2
Q465299,archaeological culture,Q228502,access control,0,2
Q15169167,execution method,Q228502,access control,0,2
Q5341294,educational measurement,Q228502,access control,0,2
Q1368455,opt-out,Q228502,access control,0,2
Q26883106,finely chopped,Q228502,access control,0,2
Q1128340,index term,Q228502,access control,0,2
Q14944328,example,Q228502,access control,0,2
Q33104129,sociological concept,Q228502,access control,0,2
Q17008186,Cognitive strategy,Q228502,access control,0,2
Q827451,equity,Q228502,access control,0,2
Q2135465,legal concept,Q228502,access control,0,2
Q603944,data transformation,Q228502,access control,0,2
Q23656961,storage,Q228502,access control,0,2
Q856029,Biba model,Q228502,access control,1,2
Q3966,computer hardware,Q5300,central processing unit,1,1
Q1088863,reservation station,Q5300,central processing unit,1,2
Q66221,computer data storage,Q5300,central processing unit,1,2
Q178648,peripheral,Q5300,central processing unit,1,2
Q19872164,Amazon Dash,Q5300,central processing unit,0,2
Q27186369,CPU cooler,Q5300,central processing unit,1,2
Q4439,hard disk drive,Q5300,central processing unit,1,2
Q216158,expansion card,Q5300,central processing unit,1,2
Q352090,CPU cache,Q5300,central processing unit,1,3
Q4308,graphics card,Q5300,central processing unit,1,3
Q668332,Matrox Mystique,Q5300,central processing unit,1,4
Q15836568,computer network protocol,Q8803,Transmission Control Protocol,1,1
Q385853,de facto standard,Q8803,Transmission Control Protocol,1,1
Q8795,Internet Protocol,Q8803,Transmission Control Protocol,1,2
Q3359815,PPPoX,Q8803,Transmission Control Protocol,1,2
Q828468,XLR connector,Q8803,Transmission Control Protocol,0,2
Q81414,Internet protocol suite,Q8803,Transmission Control Protocol,1,2
Q8777,Hypertext Transfer Protocol,Q8803,Transmission Control Protocol,1,2
Q4925178,blanket terminology,Q133139,electromagnetic spectrum,1,1
Q56256086,group of chemical compounds,Q211171,polychlorinated biphenyl,1,1
Q187661,carcinogen,Q211171,polychlorinated biphenyl,1,1
Q55605484,bioelectricity,Q12725,electricity,1,1
Q11379,energy,Q12725,electricity,1,1
Q1522115,energy source,Q12725,electricity,1,1
Q1293220,physical phenomenon,Q12725,electricity,1,1
Q18030772,prise électrique,Q12725,electricity,0,1
Q40189366,interstellar radiation field,Q12725,electricity,0,2
Q351281,sound energy,Q12725,electricity,0,2
Q396045,agricultural energy,Q12725,electricity,0,2
Q11271324,energy transformation,Q12725,electricity,1,2
Q20058155,solar island,Q12725,electricity,0,2
Q42213,work,Q12725,electricity,0,2
Q360356,Hamiltonian function,Q12725,electricity,0,2
Q908620,certification mark,Q29643,Wi-Fi,1,1
Q317623,technical standard,Q29643,Wi-Fi,1,1
Q30282398,label Tourisme et Handicap,Q29643,Wi-Fi,0,2
Q325668,designation of origin,Q29643,Wi-Fi,0,2
Q52162346,regional standard,Q29643,Wi-Fi,1,2
Q1334738,international standard,Q29643,Wi-Fi,1,2
Q11680670,organic certification,Q29643,Wi-Fi,0,2
Q51885764,European standard,Q29643,Wi-Fi,1,2
Q24651263,management tool,Q831575,Ishikawa diagram,1,1
Q3831821,accounting register,Q831575,Ishikawa diagram,0,2
Q16849743,business management tools,Q831575,Ishikawa diagram,1,2
Q7336285,risk management tool,Q831575,Ishikawa diagram,1,2
Q2928099,Bulletinage,Q831575,Ishikawa diagram,0,2
Q30314500,Risk score,Q831575,Ishikawa diagram,1,3
Q1535147,risk matrix,Q831575,Ishikawa diagram,1,3
Q18390984,Monitoring and Evaluation,Q831575,Ishikawa diagram,1,3
Q7336300,risk register,Q831575,Ishikawa diagram,1,3
Q816754,benchmarking,Q831575,Ishikawa diagram,0,4
Q5133843,clinical prediction rule,Q831575,Ishikawa diagram,0,4
Q20819677,technical specification,Q80535,MIDI,1,1
Q132364,communication protocol,Q80535,MIDI,1,1
Q28858025,Word (.doc) Binary File Format,Q80535,MIDI,0,2
Q60738905,Legacy Plug and Play,Q80535,MIDI,0,2
Q29053484,PowerPoint (.ppt) Binary File Format,Q80535,MIDI,0,2
Q6045205,Interaction protocol,Q80535,MIDI,1,2
Q165194,application programming interface,Q80535,MIDI,0,2
Q7598414,Standards And Recommended Practices,Q80535,MIDI,1,2
Q133862,BitTorrent,Q80535,MIDI,0,2
Q5004612,byte-oriented protocol,Q80535,MIDI,1,2
Q974922,Web Map Service,Q80535,MIDI,0,2
Q4825885,authentication protocol,Q80535,MIDI,0,2
Q28858054,Excel Binary File Format (.xls) Structure,Q80535,MIDI,0,2
Q58182284,USB specification,Q80535,MIDI,0,2
Q235557,file format,Q80535,MIDI,1,2
Q15836568,computer network protocol,Q210214,IPsec,1,1
Q28380029,network file system,Q210214,IPsec,0,2
Q2044242,PJLink,Q210214,IPsec,0,2
Q8795,Internet Protocol,Q210214,IPsec,1,2
Q3359815,PPPoX,Q210214,IPsec,0,2
Q203087,signaling protocol,Q210214,IPsec,0,2
Q2622793,JetDirect,Q210214,IPsec,0,2
Q1422324,Telecommunications Management Network,Q210214,IPsec,1,2
Q5013874,CRFS (Coherent Remote File System),Q210214,IPsec,0,2
Q81414,Internet protocol suite,Q210214,IPsec,1,2
Q8777,Hypertext Transfer Protocol,Q210214,IPsec,0,2
Q4112081,network virtualization,Q210214,IPsec,0,2
Q15773347,film character,Q51746,Luke Skywalker,1,1
Q33125444,character from Star Wars,Q51746,Luke Skywalker,1,1
Q22074477,cyborg in a work of fiction,Q51746,Luke Skywalker,1,1
Q15632617,fictional human,Q51746,Luke Skywalker,1,1
Q220652,Borg,Q51746,Luke Skywalker,0,2
Q5199354,Cylon,Q51746,Luke Skywalker,0,2
Q11334882,Pokémon Professor,Q51746,Luke Skywalker,0,2
Q853715,Dalek,Q51746,Luke Skywalker,0,2
Q2265657,Phalanx,Q51746,Luke Skywalker,0,2
Q3008212,Cyberman,Q51746,Luke Skywalker,0,2
Q5769360,Cimek,Q51746,Luke Skywalker,0,2
Q930062,Toa,Q51746,Luke Skywalker,0,2
Q2351172,Evangelion,Q51746,Luke Skywalker,0,2
Q1330336,web framework,Q344266,Active Server Pages,1,1
Q9143,programming language,Q344266,Active Server Pages,1,1
Q189224,pseudocode,Q344266,Active Server Pages,0,2
Q1137004,cyberterrorism,Q4071928,cyberattack,1,1
Q849340,cyberwarfare,Q4071928,cyberattack,1,1
Q5197870,cyberwarfare by Russia,Q4071928,cyberattack,1,2
Q184872,recreation,Q12014035,hiking,1,1
Q968907,outdoor recreation,Q12014035,hiking,1,1
Q2357239,sports tourism,Q12014035,hiking,1,1
Q349,sport,Q12014035,hiking,1,1
Q1914636,activity,Q12014035,hiking,1,1
Q6537379,walking,Q12014035,hiking,1,1
Q61788060,human activity,Q12014035,hiking,1,1
Q747883,physical activity,Q12014035,hiking,1,2
Q18558685,French independent public authority,Q1127220,Conseil supérieur de l'audiovisuel,1,1
Q15836568,computer network protocol,Q11103,Internet Protocol version 4,1,1
Q3331189,version  edition  or translation,Q11103,Internet Protocol version 4,1,1
Q8795,Internet Protocol,Q11103,Internet Protocol version 4,1,2
Q5394558,diplomatic edition,Q11103,Internet Protocol version 4,0,2
Q1422324,Telecommunications Management Network,Q11103,Internet Protocol version 4,1,2
Q60997816,video game edition,Q11103,Internet Protocol version 4,0,2
Q2900369,Christian Community Bible,Q11103,Internet Protocol version 4,0,2
Q81414,Internet protocol suite,Q11103,Internet Protocol version 4,1,2
